overall_rating,review_text,sentiment,predito,tipo_erro
5,Não vi na descrição do produto dizendo qual é a fonte.,1,0,Falso negativo
5,Além de andador tem várias atividades na parte da frente.,1,0,Falso negativo
2,tem mesma marca com outra qualidades muita diferença,0,1,Falso positivo
4,"Ótimo produto, mas não funciona para quem tem cabelo curto. Agora, para quem tem cabelo comprido, achei o máximo. Não alisa, ela apenas seca e ajuda a abaixar o volume.",1,0,Falso negativo
5,"Eu seria suspeito para falar das qualidades desse produto , pois não o uso , comprei para minha esposa ela gostou muito , tanto que comentando com minha cunhada me pediram para comprar outro para ela , a cunhada , satisfação total da parte dela também. Portanto , só me resta dar uma humilde nota 20 !!!",1,0,Falso negativo
1,Ao abrir a caixa do produto estava a cuba quebrada em vários pedaços o gabinete danificado a única coisa intacta foi o espelho.,0,1,Falso positivo
1,"Muito me admira a americanas expor seu nome para ganhar dinheiro a qualquer custo com market place, se expondo a empresas que vendem produtos piratas, sem nota fiscal, correndo o risco de ser enquadrada em crime de sonegação.",0,1,Falso positivo
2,o produto em si e otimo mas a bateria mesmo sem usar dura no maximo 24 horas.,0,1,Falso positivo
4,"Boa noite. Comprei o rotulador, sabendo que era um dos melhores. Contudo, depender de 6 (seis) pilhas AA para utilizá-lo é - no mínimo - sofrível. Porquê vocês não vendem também a Bateria de Litio Recarregável BMP21-PLUS/ BMP21-LAB e a Adaptador Energia (fonte) Rotulador Brady Bmp21/idxpert 9v? Gostaria muito de poder comprá-los, se possível. Obrigado pela atenção.",1,0,Falso negativo
5,Macrilan nunca decepciona com a qualidade dos pincéis,1,0,Falso negativo
5,Meu rosto começos a receber os resultados depois de 2 semanas. Eu estou usando para proteger a pele aplicando antes de maquiagem. No meu trabalho preciso estar maquiada o tempo todo e este produto tem protegido minha pele.,1,0,Falso negativo
4,Com a antena consegui sinal de vários canais porém precisei colocá-la num ponto alto.,1,0,Falso negativo
4,"Realmente pinga no primeiro dia, mas já é esperado e realmente para de pingar depois. Acabamento ruim e frágil. Mas compensa pelo custo, praticidade e beleza.  Vale a pena comprar.",1,0,Falso negativo
1,"Costumo comprar sempre, funciona super bem com minha pele.",0,1,Falso positivo
1,"No mesmo momento que efetuei o pagamento tb cancelei. Propaganda enganosa, simples assim. O site me vendeu o perfume de 100ml a um determinado valor, achei barato por isso comprei. Mas depois que efetuei o pagamento percebi que não vinha na confirmação do pagamento a descrição do produto. Espertos! Outra coisa, a distribuição é feita por outro site. Antes de pagar eu consultei esse site e o mesmo perfume de 100ml estava com o mesmo valor do site das americanas. Porém exata após efetuar o pagamento tanto esse site quanto o da americanas mudaram o valor. A jogada era entre 30ml e 100ml. O cliente comprava e pagava 100ml quando estar bem barato mas logo após, se fosse esperto, descobria que comprou 30ml. Eu deveria ter prosseguido com  tudo para depois processar. Nunca mais compro ou recomendo.",0,1,Falso positivo
2,"Bom valor de custo/benefício, entrega rápida, qualidade razoável, mas não corresponde à luminosidade pela potência. Uma lâmpada de 12w de boa qualidade ilumina mais do que essa.",0,1,Falso positivo
5,"Hó my God, eu nunca poderei possuir um estojo desse, sou professora da rede municipal de Tutoia  e meu salário não dá para comprar, precisaria trabalhar 6 meses sem comer e nem vestir para comprar um produto espetacular desse.",1,0,Falso negativo
5,"Quando vi essa promoção nem acreditei, achei que tinha até algum defeito nesse lote do produto, mas decidi arriscar e amei!! Depois comprei mais 10 pra presentear a família toda, não é todo dia que a gente vê uma oportunidade dessas...",1,0,Falso negativo
2,"mas a compra já deu um prazo bem longo de frete e mesmo assim, a compra não chegou no prazo certo, não sabia aonde estava o produto que eu havia comprado e somente depois de eu reclamar ai mandaram minha compra.",0,1,Falso positivo
5,"Este equipamento é forte, prático e barato. Não tem cerdas como minha antiga vassoura, sendo assim, não enrosca cabelo e ainda vem com dois bicos para limpeza de janelas, colchão ou até automóveis.",1,0,Falso negativo
5,"comprei um e estou muito satisfeito, mas fiz uma compra de outro igual para presentear minha esposa pra minha frustração e dela comprei dia 28/02/2018 e ate esta data não recebi, comprei aqui mesmo mas direcionado para um parceiro da loja que demora tanto a entregar que fique constrangido.",1,0,Falso negativo
2,"prezado    bom dia, estou interessado neste produto,porém eu queria saber se, esse produto vem o kit completo ou só o Bulk ??",0,1,Falso positivo
1,"as frigideiras não são do tamanho mostrado, a menor só da  pra fritar 1 ovo, aforma redonda veio amassada, a forma de furo só da pra fazer um bolo pras bonecas da minha filha.",0,1,Falso positivo
4,"Um tablet básico, mas acima da média de outras marcas.",1,0,Falso negativo
4,"Comprei o castelo da Frozen, que é muito maior, muito mais cheio de coisas e já vem uma cama. Esta cama custa a metade do valor do castelo. Ou seja, vale mais a pena comprar o castelo logo. A embalagem fala que a cama é retrátil. Mas ela aumenta/diminui em apenas 02 centímetros... ou seja, nada de diferente, Do mais, é bonito e minha sobrinha amou!",1,0,Falso negativo
4,"Recebi fazem 3 dias estou usando, até agora não deu problema algum!!",1,0,Falso negativo
2,Nao simplifica para aquecer alomentos prontos. Poderia funcionar nelhor sendo mais prático,0,1,Falso positivo
2,"O Gorilla Glass 5 presente no Note 8 é um mico-leão-dourado. Frágil. Se ocorrer um acidente (e pode acontecer) a substituição do frontal é cerca de TRINTA POR CENTO do valor do Note 8. É um aparelho top com fragilidade e preços absurdos, como se vê na política da Samsung. Não há necessidade de se praticar essas margens de lucro no Brasil.",0,1,Falso positivo
4,"Minha filha adorou! Muito bonitinho. Só os olhinhos que tem um problema, só abrem quando se coloca gelo. Água gelada não funciona.",1,0,Falso negativo
2,"O valor é tentador mas as duas TV,s que comprei da phico deram problema deu uma macha na tela e outra tem um risco que divide a tela recomendo comprar com garantia de 24 meses porque vc vai precisar a cada conserto fica 3 meses na putorizada boa sorte a pessoas que compraram",0,1,Falso positivo
2,"Utilizo óleo de uma outra marca e o frasco de 30 ml parece ser menor, apesar do aroma muito bom não recomendo devido o frasco ter um tamanho de 15 ml",0,1,Falso positivo
2,"Produto com boa qualidade de som, de conexão e botões de comando úteis. Porém, os anéis de orelha e os protetores intra-auriculares não proporcionam firmeza e estabilidade do fone dentro do ouvido durante o uso, pois, toda a estrutura do fone é muito grande e impede que o mesmo se encaixe perfeitamente ao ouvido, tornando o mesmo uma escolha ruim para quem quer ouvir música durante a prática esportiva. Além do mais, mesmo seguindo as instruções de primeira carga, a bateria proporciona apenas 3 horas de uso, ao contrário das 5 horas prometidas.",0,1,Falso positivo
2,"facil colocaçao, bem colorido , adere bem na parede",0,1,Falso positivo
5,"Até hoje desde o iPhone 4 eu não sei o que é celular ruim. Aliás sei sim, todos os androids.",1,0,Falso negativo
4,"bom dia é uma peninha, queria mt os produtos mais o frete fica mt caro. acabei retirando td do carrinha por conta do frete, acho um absurdo esses valores.",1,0,Falso negativo
5,isso e god of war nao tem como ser ruim jogo do ano o  meu ja esta garantido ....,1,0,Falso negativo
5,"Comprei pela americanas e achei que fosse o DVD , enfim , não consigo o código postal  para mandar de volta ! Já peço o código postal a 2 semanas e meia! Aja paciência!",1,0,Falso negativo
2,"Não tenho nada a reclamar quanto à entrega da loja ou quanto a qualidade gráfica do jogo, mas, realmente não é indicado para crianças e, acredito eu, também para adolescentes. Usa vocabulário depressivo, com palavras chulas, ""baixas"" e fortes... Conversei, expliquei e tirei o jogo de meu neto de 12 anos e pedi para ele escolher outros jogo. Resolvido...",0,1,Falso positivo
5,"Meu produto ainda nem chegou e vcs estão me mandando e-mail para avaliar? Não entendi, e o meu produto que não chega, está demorando demais! Eu só comprei porque já conhecia.",1,0,Falso negativo
4,Ainda tô experimentando... parece bom...tenho que comprovar a duração da bateria...,1,0,Falso negativo
4,mesa linda ! pra quem tem ambiente pequeno caiu como uma luva!!!!,1,0,Falso negativo
2,"Era para o dia 05/03, espero que chegue e valha a pena a espera!!!",0,1,Falso positivo
4,Ótimas panelas. Não gruda nada e são muito bonitas.,1,0,Falso negativo
2,Produto bonito mas o café só sai morno entrega rápida mas o produto deixa a desejar!,0,1,Falso positivo
4,"A única coisa que deixa a desejar este celular é a saída de som, que é mono. Mas isso já tinha sido advertido pelo vendedor.",1,0,Falso negativo
5,"Produto de alto rendimento. Seca com facilidade. Não fica melando. Não tem cheiro desagradável.  Revitaliza peças internas e externas, de plástico ou de couro. Restrição ao preço extremamente elevado .",1,0,Falso negativo
4,"Se o preço estiver muito barato e você estiver com tempo para esperar tudo bem, mas não espere muito da americanas.com",1,0,Falso negativo
5,"Esse ferro é uma felicidade, roupas passadas em pouco tempo, para quem quer praticidade. Eu indiquei ele pra todas minhas amigas! Porém, se quebrar, já era. Não oferecem peças para reparo. Você leva na assistência e eles informam que a DeLonghi não vende mais peças para ele. Você liga na DeLonghi e eles te passam o número da assitência... aquela velha história de empurra empurra :(",1,0,Falso negativo
2,"Levando em conta o preço, as configurações são boas para essa faixa.",0,1,Falso positivo
5,Não sei como descrever o produto porque nem recebi o produto ainda.,1,0,Falso negativo
2,eu gostaria de saber quantos meses de garantia ela tem,0,1,Falso positivo
1,"Demora muito tempo para cozinhar, bem mais que as panelas de outras marcas",0,1,Falso positivo
2,Produto bom pra quem procura um shampoo bem hidratante.,0,1,Falso positivo
5,"É caro, mas dura muito. É possível revender depois de alguns anos de uso, não trava e não precisa ficar reiniciando!",1,0,Falso negativo
5,Olá! Quero saber se eu divulgar seu site e produto por 7 mês vocês me invião o produto amanhã depois que me enviar avise pra mim divulgar se vocês quiserem Vou divulgar no meu canal do YouTube,1,0,Falso negativo
5,"Serviu na Bros 160. A instalação não é difícil. No sol ameniza o aquecimento do banco, na chuva, a umidade. Apenas é ligeiramente escorregadio, dependendo da roupa usada, pois sua composição é de nylon.",1,0,Falso negativo
2,"O produto tem tudo pra ser bom. O som é legal, mas um ruído chato fica incomodando.",0,1,Falso positivo
4,"CHUVEIRO DE EXCELENTE QUALIDADE. TENHO UM EM CASA E QUIZ COMPRAR MAIS UM PARA O BANHEIRO SOCIAL. SÓ QUE VCS. ME MANDARAM UM CHUVEIRO DIFERENTE DO MODELO QUE COMPREI VISTO PELO ANUNCIO. O PRODUTO CERTO É AQUELE QUE VCS. DEMONSTRAM NA PROPAGANDA, ONDE TEM UM DISPOSITIVO QUE PODEMOS GIRAR PARA A DIREITA E PARA A ESQUERDA PARA AUMENTAR OU DIMINUIR O AQUECIMENTO DA ÁGUA. O QUE VCS. ME MANDARAM NÃO TEM ISSO. TEM UMA VARETA PERPENDICULAR PARA VIRAR O BOTÃO MAIS QUENTE E MAIS FRIO. FIQUEI COM ESSE MESMO SÓ PARA NÃO DEVOLVER. QUERO COMPRAR OUTRO IGUAL AO MEU (IGUAL AO QUE ESTÁ DEMONSTRANDO NO ANUNCIO) NÃO QUERO COM VARETA.",1,0,Falso negativo
5,"Eu amooo esse produto, não fico sem! É a melhor Água Micelar que já usei, não tem igual!",1,0,Falso negativo
5,Moro no maranhão e este produto flutuou pq era só dia 30 de maio para chegar chegou hoje dia 18/05/2018 agora só tem que ver o jogo se está pegando e pronto tudo certo.,1,0,Falso negativo
2,Existem aparelhos melhores com um hardware consideravelmente superior pelo mesmo preço ou mais barato com a mesma característica de tela sem bordas.,0,1,Falso positivo
2,Esperava mais pelo preço que paguei.  Pegou os mesmos canais que eu já tinha com uma antena comum interna.,0,1,Falso positivo
4,"Embora sua aparência frágil assuste um pouco, a funcionalidade deste aparelho encanta! Possui altas laterais direcionaveis e função ventilar que o meu antigo ar não tinha. É também decorativo! É meu segundo aparelho do mesmo modelo.",1,0,Falso negativo
5,Ja e o oitavo pneu que compro desta marca e ate agora nao tenho nada contra.,1,0,Falso negativo
2,É isto não tenho como opinar mais sem o produto. (Enchimento de texto para validação do comentário por que este site me obriga a escrever mais do que eu tenho a dizer).,0,1,Falso positivo
1,"Poderiam dar mais atenção aos produtos de entrega, pois comprei para presente, e agora oq irei fazer com isso!?",0,1,Falso positivo
4,a embalagem vem com informações em vários idiomas mas elas não batem. fora isso tudo ok.,1,0,Falso negativo
4,Informo que não recebi o produto (celular). A entrega estava prevista para o dia 26/03/2018. Aguardo retorno sobre o rastreamento e previsão de entre do produto.,1,0,Falso negativo
5,"Tênis muito confortável, forma média... Porém a embalagem péssima. O ""saco"" que veio a caixa do tênis, chegou todo rasgado.",1,0,Falso negativo
5,Estou fazendo a troca deste produto está em andamento adorei eles vem buscar em casa .,1,0,Falso negativo
2,O extintor parece de boa qualidade mas Muito atraso na entrega.,0,1,Falso positivo
5,Qualidade e preço justo. Mas falta a capinha para guardar a frente destacável.,1,0,Falso negativo
5,Eu era uma marretinha simples de loja para material para construção mas venci na vida e hoje custo a mesma coisa que um Corsinha wind 99  Eu sou a marreta oitavada   EU SOU A UNIVERSAL,1,0,Falso negativo
4,"Único senão é que por ser lâmpada, deveria vir numa embalagem mais reforçada, sendo que do Kit, uma delas veio aberta, quanto a outros problemas não ocorreu, chegou antes do tempo estimado.",1,0,Falso negativo
